Indicator,Group,Subgroup,Time Period Label,Time Period Start Date,Time Period End Date,Value
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Maine,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,9.8
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Maryland,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,8.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Massachusetts,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,9.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Michigan,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,8.3
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Minnesota,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,8.1
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Mississippi,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,12.2
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Missouri,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,10.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Montana,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,12.4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Nebraska,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,9.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Nevada,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,13.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,New Hampshire,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,11.2
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,New Jersey,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,8.4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,New Mexico,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,10.0
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,New York,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,6.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,North Carolina,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,11.3
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,North Dakota,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,10.3
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Ohio,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,9.2
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Oklahoma,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,15.9
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Oregon,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,12.2
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Pennsylvania,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,8.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Rhode Island,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,9.1
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Carolina,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,10.3
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Dakota,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,9.2
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Tennessee,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,8.5
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Texas,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,10.2
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Utah,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,12.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Vermont,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Virginia,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,8.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Washington,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,11.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,West Virginia,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,13.0
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Wisconsin,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,6.8
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Wyoming,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,9.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",National Estimate,United States,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,21.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,18 - 29 years,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,22.0
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,30 - 39 years,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,20.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,40 - 49 years,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,22.7
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,50 - 59 years,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,22.0
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,60 - 69 years,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,21.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,70 - 79 years,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,19.0
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,80 years and above,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,16.0
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Sex,Male,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,16.0
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Sex,Female,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,25.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,Did not experience symptoms of anxiety/depression in the past 4 weeks,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,14.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,Experienced symptoms of anxiety/depression in past 4 weeks,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,37.8
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,Hispanic or Latino,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,14.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,"Non-Hispanic White, single race","Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,24.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,"Non-Hispanic Black, single race","Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,16.0
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race","Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,11.0
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races","Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,24.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,Less than a high school diploma,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,21.4
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,High school diploma or GED,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,18.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,Some college/Associate's degree,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,23.8
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,Bachelor's degree or higher,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,20.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Disability status,With disability,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,40.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Disability status,Without disability,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,18.0
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Alabama,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,26.0
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Alaska,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,17.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Arizona,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,20.6
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Arkansas,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,23.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,California,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,16.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Colorado,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,20.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Connecticut,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,20.3
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Delaware,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,22.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,District of Columbia,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,19.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Florida,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,18.0
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Georgia,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,21.8
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Hawaii,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,15.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Idaho,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,28.4
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Illinois,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,20.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Indiana,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,24.0
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Iowa,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,22.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Kansas,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,21.7
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Kentucky,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,24.0
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Louisiana,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,25.0
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Maine,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,24.6
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Maryland,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,21.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Massachusetts,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,26.3
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Michigan,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,24.3
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Minnesota,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,21.7
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Mississippi,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,21.8
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Missouri,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,25.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Montana,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,23.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Nebraska,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,25.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Nevada,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,16.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New Hampshire,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,23.6
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New Jersey,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,18.8
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New Mexico,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,23.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New York,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,18.0
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,North Carolina,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,28.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,North Dakota,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,20.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Ohio,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,24.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Oklahoma,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,26.6
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Oregon,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,24.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Pennsylvania,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,23.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Rhode Island,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,25.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Carolina,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,25.3
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Dakota,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,18.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Tennessee,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,24.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Texas,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,17.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Utah,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,26.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Vermont,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,27.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Virginia,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,22.6
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Washington,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,23.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,West Virginia,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,27.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Wisconsin,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,20.0
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Wyoming,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,17.0
"Received Counseling or Therapy, Last 4 Weeks",National Estimate,United States,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,10.8
"Received Counseling or Therapy, Last 4 Weeks",By Age,18 - 29 years,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,18.6
"Received Counseling or Therapy, Last 4 Weeks",By Age,30 - 39 years,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,15.3
"Received Counseling or Therapy, Last 4 Weeks",By Age,40 - 49 years,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,11.7
"Received Counseling or Therapy, Last 4 Weeks",By Age,50 - 59 years,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,9.0
"Received Counseling or Therapy, Last 4 Weeks",By Age,60 - 69 years,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,6.5
"Received Counseling or Therapy, Last 4 Weeks",By Age,70 - 79 years,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,4.1
"Received Counseling or Therapy, Last 4 Weeks",By Age,80 years and above,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,4.4
"Received Counseling or Therapy, Last 4 Weeks",By Sex,Male,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,8.3
"Received Counseling or Therapy, Last 4 Weeks",By Sex,Female,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,13.0
"Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,Did not experience symptoms of anxiety/depression in the past 4 weeks,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,6.6
"Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,Experienced symptoms of anxiety/depression in past 4 weeks,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,20.8
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,Hispanic or Latino,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,10.5
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,"Non-Hispanic White, single race","Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,10.9
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,"Non-Hispanic Black, single race","Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,10.5
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race","Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,6.3
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races","Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,16.8
"Received Counseling or Therapy, Last 4 Weeks",By Education,Less than a high school diploma,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,9.4
"Received Counseling or Therapy, Last 4 Weeks",By Education,High school diploma or GED,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,7.5
"Received Counseling or Therapy, Last 4 Weeks",By Education,Some college/Associate's degree,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,11.6
"Received Counseling or Therapy, Last 4 Weeks",By Education,Bachelor's degree or higher,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,13.1
"Received Counseling or Therapy, Last 4 Weeks",By Disability status,With disability,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,21.9
"Received Counseling or Therapy, Last 4 Weeks",By Disability status,Without disability,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,8.9
"Received Counseling or Therapy, Last 4 Weeks",By State,Alabama,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,11.7
"Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,11.3
"Received Counseling or Therapy, Last 4 Weeks",By State,Arizona,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,10.3
"Received Counseling or Therapy, Last 4 Weeks",By State,Arkansas,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,9.3
"Received Counseling or Therapy, Last 4 Weeks",By State,California,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,11.5
"Received Counseling or Therapy, Last 4 Weeks",By State,Colorado,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,12.4
"Received Counseling or Therapy, Last 4 Weeks",By State,Connecticut,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,12.5
"Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,10.3
"Received Counseling or Therapy, Last 4 Weeks",By State,District of Columbia,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,21.1
"Received Counseling or Therapy, Last 4 Weeks",By State,Florida,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,8.6
"Received Counseling or Therapy, Last 4 Weeks",By State,Georgia,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,9.7
"Received Counseling or Therapy, Last 4 Weeks",By State,Hawaii,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,7.4
